animation_name,frame,fov
a60300_000_0.cmt,0,0.4038851857185364
a60300_000_0.cmt,1,0.4038851857185364
a60300_000_0.cmt,2,0.4038851857185364
a60300_000_0.cmt,3,0.4038851857185364
a60300_000_0.cmt,4,0.4038851857185364
a60300_000_0.cmt,5,0.4038851857185364
a60300_000_0.cmt,6,0.4038851857185364
a60300_000_0.cmt,7,0.4038851857185364
a60300_000_0.cmt,8,0.4038851857185364
a60300_000_0.cmt,9,0.4038851857185364
a60300_000_0.cmt,10,0.3105280101299286
a60300_000_0.cmt,11,0.3116989731788635
a60300_000_0.cmt,12,0.3149963319301605
a60300_000_0.cmt,13,0.3200990557670593
a60300_000_0.cmt,14,0.3266877233982086
a60300_000_0.cmt,15,0.33444279432296753
a60300_000_0.cmt,16,0.34304356575012207
a60300_000_0.cmt,17,0.3521665334701538
a60300_000_0.cmt,18,0.36148473620414734
a60300_000_0.cmt,19,0.3706674873828888
a60300_000_0.cmt,20,0.37937918305397034
a60300_000_0.cmt,21,0.3872801959514618
a60300_000_0.cmt,22,0.3940272033214569
a60300_000_0.cmt,23,0.3992745280265808
a60300_000_0.cmt,24,0.40267547965049744
a60300_000_0.cmt,25,0.4038851857185364
a60300_000_0.cmt,26,0.4011172652244568
a60300_000_0.cmt,27,0.39383429288864136
a60300_000_0.cmt,28,0.3835720717906952
a60300_000_0.cmt,29,0.37185636162757874
a60300_000_0.cmt,30,0.36019062995910645
a60300_000_0.cmt,31,0.3500536382198334
a60300_000_0.cmt,32,0.34290507435798645
a60300_000_0.cmt,33,0.3401981294155121
a60300_000_0.cmt,34,0.34111618995666504
a60300_000_0.cmt,35,0.34368830919265747
a60300_000_0.cmt,36,0.3476426899433136
a60300_000_0.cmt,37,0.3527085483074188
a60300_000_0.cmt,38,0.3586146831512451
a60300_000_0.cmt,39,0.3650887906551361
a60300_000_0.cmt,40,0.37185636162757874
a60300_000_0.cmt,41,0.3786408007144928
a60300_000_0.cmt,42,0.38516247272491455
a60300_000_0.cmt,43,0.3911391794681549
a60300_000_0.cmt,44,0.396286278963089
a60300_000_0.cmt,45,0.4003174901008606
a60300_000_0.cmt,46,0.4029458463191986
a60300_000_0.cmt,47,0.4038851857185364
a60300_000_0.cmt,48,0.38225850462913513
a60300_000_0.cmt,49,0.3425467014312744
a60300_000_0.cmt,50,0.3213876485824585
a60300_000_0.cmt,51,0.3226621747016907
a60300_000_0.cmt,52,0.3260791301727295
a60300_000_0.cmt,53,0.33103039860725403
a60300_000_0.cmt,54,0.3369068503379822
a60300_000_0.cmt,55,0.3430961072444916
a60300_000_0.cmt,56,0.34898102283477783
a60300_000_0.cmt,57,0.3539397120475769
a60300_000_0.cmt,58,0.3573461174964905
a60300_000_0.cmt,59,0.3597853481769562
a60300_000_0.cmt,60,0.36225390434265137
a60300_000_0.cmt,61,0.36474165320396423
a60300_000_0.cmt,62,0.3672386109828949
a60300_000_0.cmt,63,0.36973482370376587
a60300_000_0.cmt,64,0.3722202479839325
a60300_000_0.cmt,65,0.37468472123146057
a60300_000_0.cmt,66,0.37711817026138306
a60300_000_0.cmt,67,0.37951037287712097
a60300_000_0.cmt,68,0.3818511962890625
a60300_000_0.cmt,69,0.3841303884983063
a60300_000_0.cmt,70,0.38633760809898376
a60300_000_0.cmt,71,0.3884626030921936
a60300_000_0.cmt,72,0.3904950022697449
a60300_000_0.cmt,73,0.3924245238304138
a60300_000_0.cmt,74,0.39424073696136475
a60300_000_0.cmt,75,0.3959333002567291
a60300_000_0.cmt,76,0.3974917531013489
a60300_000_0.cmt,77,0.39890578389167786
a60300_000_0.cmt,78,0.4001648426055908
a60300_000_0.cmt,79,0.4012586772441864
a60300_000_0.cmt,80,0.40217673778533936
a60300_000_0.cmt,81,0.4029087722301483
a60300_000_0.cmt,82,0.4034443795681
a60300_000_0.cmt,83,0.40377330780029297
a60300_000_0.cmt,84,0.4038851857185364
a60300_000_0.cmt,85,0.3830661177635193
a60300_000_0.cmt,86,0.3448222875595093
a60300_000_0.cmt,87,0.3244384527206421
a60300_000_0.cmt,88,0.33545878529548645
a60300_000_0.cmt,89,0.3647122383117676
a60300_000_0.cmt,90,0.4066079556941986
a60300_000_0.cmt,91,0.4555014669895172
a60300_000_0.cmt,92,0.5054399967193604
a60300_000_0.cmt,93,0.5499590039253235
a60300_000_0.cmt,94,0.582038164138794
a60300_000_0.cmt,95,0.5943422317504883
a60300_000_0.cmt,96,0.5921049118041992
a60300_000_0.cmt,97,0.5857959389686584
a60300_000_0.cmt,98,0.5760326385498047
a60300_000_0.cmt,99,0.5634398460388184
a60300_000_0.cmt,100,0.5486404895782471
a60300_000_0.cmt,101,0.5322473645210266
a60300_000_0.cmt,102,0.5148575901985168
a60300_000_0.cmt,103,0.49705061316490173
a60300_000_0.cmt,104,0.47938698530197144
a60300_000_0.cmt,105,0.4624093472957611
a60300_000_0.cmt,106,0.4466450810432434
a60300_000_0.cmt,107,0.4326096475124359
a60300_000_0.cmt,108,0.42081043124198914
a60300_000_0.cmt,109,0.4117515981197357
a60300_000_0.cmt,110,0.40593886375427246
a60300_000_0.cmt,111,0.4038851857185364
a60300_000_0.cmt,112,0.4038851857185364
a60300_000_0.cmt,113,0.40396609902381897
a60300_000_0.cmt,114,0.40420567989349365
a60300_000_0.cmt,115,0.40459924936294556
a60300_000_0.cmt,116,0.40514206886291504
a60300_000_0.cmt,117,0.40582963824272156
a60300_000_0.cmt,118,0.4066571891307831
a60300_000_0.cmt,119,0.40762022137641907
a60300_000_0.cmt,120,0.40871408581733704
a60300_000_0.cmt,121,0.40993422269821167
a60300_000_0.cmt,122,0.41127607226371765
a60300_000_0.cmt,123,0.4127350151538849
a60300_000_0.cmt,124,0.414306640625
a60300_000_0.cmt,125,0.4159862697124481
a60300_000_0.cmt,126,0.4177694022655487
a60300_000_0.cmt,127,0.4196515381336212
a60300_000_0.cmt,128,0.42162805795669556
a60300_000_0.cmt,129,0.4236944615840912
a60300_000_0.cmt,130,0.42584627866744995
a60300_000_0.cmt,131,0.4280787706375122
a60300_000_0.cmt,132,0.43038758635520935
a60300_000_0.cmt,133,0.4327680170536041
a60300_000_0.cmt,134,0.4352155327796936
a60300_000_0.cmt,135,0.43772560358047485
a60300_000_0.cmt,136,0.44029346108436584
a60300_000_0.cmt,137,0.4429146349430084
a60300_000_0.cmt,138,0.4455844461917877
a60300_000_0.cmt,139,0.44829830527305603
a60300_000_0.cmt,140,0.4510514736175537
a60300_000_0.cmt,141,0.4538392126560211
a60300_000_0.cmt,142,0.45665696263313293
a60300_000_0.cmt,143,0.45949986577033997
a60300_000_0.cmt,144,0.4623633325099945
a60300_000_0.cmt,145,0.4652424454689026
a60300_000_0.cmt,146,0.4681324362754822
a60300_000_0.cmt,147,0.47102850675582886
a60300_000_0.cmt,148,0.4739258587360382
a60300_000_0.cmt,149,0.47681960463523865
a60300_000_0.cmt,150,0.4797047972679138
a60300_000_0.cmt,151,0.4825766086578369
a60300_000_0.cmt,152,0.4854300022125244
a60300_000_0.cmt,153,0.48826006054878235
a60300_000_0.cmt,154,0.49106186628341675
a60300_000_0.cmt,155,0.49383023381233215
a60300_000_0.cmt,156,0.4965602457523346
a60300_000_0.cmt,157,0.4992468059062958
a60300_000_0.cmt,158,0.5018848180770874
a60300_000_0.cmt,159,0.5044691562652588
a60300_000_0.cmt,160,0.5069947242736816
a60300_000_0.cmt,161,0.5094563364982605
a60300_000_0.cmt,162,0.5118488669395447
a60300_000_0.cmt,163,0.514167070388794
a60300_000_0.cmt,164,0.5164057612419128
a60300_000_0.cmt,165,0.5185596942901611
a60300_000_0.cmt,166,0.5206236839294434
a60300_000_0.cmt,167,0.5225924253463745
a60300_000_0.cmt,168,0.5244607329368591
a60300_000_0.cmt,169,0.5262233018875122
a60300_000_0.cmt,170,0.5278748273849487
a60300_000_0.cmt,171,0.529410183429718
a60300_000_0.cmt,172,0.5308240652084351
a60300_000_0.cmt,173,0.5321111679077148
a60300_000_0.cmt,174,0.5332662463188171
a60300_000_0.cmt,175,0.5342841148376465
a60300_000_0.cmt,176,0.5351595282554626
a60300_000_0.cmt,177,0.5358873009681702
a60300_000_0.cmt,178,0.5364621877670288
a60300_000_0.cmt,179,0.5368792414665222
a60300_000_0.cmt,180,0.5371330976486206
a60300_000_0.cmt,181,0.5372188687324524
a60300_000_0.cmt,182,0.4038851857185364
a60300_000_0.cmt,183,0.4038851857185364
a60300_000_0.cmt,184,0.4038851857185364
a60300_000_0.cmt,185,0.4038851857185364
a60300_000_0.cmt,186,0.4038851857185364
a60300_000_0.cmt,187,0.4038851857185364
a60300_000_0.cmt,188,0.4038851857185364
a60300_000_0.cmt,189,0.4038851857185364
a60300_000_0.cmt,190,0.4038851857185364
a60300_000_0.cmt,191,0.4038851857185364
a60300_000_0.cmt,192,0.4038851857185364
a60300_000_0.cmt,193,0.4038851857185364
a60300_000_0.cmt,194,0.4038851857185364
a60300_000_0.cmt,195,0.4038851857185364
a60300_000_0.cmt,196,0.4038851857185364
a60300_000_0.cmt,197,0.4038851857185364
a60300_000_0.cmt,198,0.4038851857185364
a60300_000_0.cmt,199,0.4061833918094635
a60300_000_0.cmt,200,0.41225215792655945
a60300_000_0.cmt,201,0.42085716128349304
a60300_000_0.cmt,202,0.43075841665267944
a60300_000_0.cmt,203,0.44070008397102356
a60300_000_0.cmt,204,0.4494064152240753
a60300_000_0.cmt,205,0.45558395981788635
a60300_000_0.cmt,206,0.45793139934539795
a60300_000_0.cmt,207,0.4574931561946869
a60300_000_0.cmt,208,0.45624256134033203
a60300_000_0.cmt,209,0.454276442527771
a60300_000_0.cmt,210,0.45169204473495483
